Record,Country,Country Secondary Subdivision,Country Subdivision,Subdivision Name,Postal Code,Address,Local Name,Municipality,Municipality Subdivision,entryPoints_0_functions_0,Latitude,Longtitude,poi_brands_1_name,POI Name,URL,Source,Store Name_x,Number,Master Store Name,Owner,Correct Name
8019255,United States,Fairfield,CT,Connecticut,06610-2809,"2 Mill Hill Avenue, Bridgeport, CT 06610",Bridgeport,Bridgeport,,,41.1866,-73.1656,,Eddies Market,,Azure Maps,,54.0,Weis Markets,,Weis Markets
8019255,United States,Fairfield,CT,Connecticut,06610-2809,"2 Mill Hill Avenue, Bridgeport, CT 06610",Bridgeport,Bridgeport,,,41.1866,-73.1656,,Eddies Market,,Azure Maps,,79.0,Weis Markets,Weis Markets,Weis Markets
8419255,United States,Fairfield,CT,Connecticut,06610-2825,"1316 Barnum Avenue, Bridgeport, CT 06610",Bridgeport,Bridgeport,East End,,41.18661,-73.16476,,Wades Dairy,,Azure Maps,,,,,Wades Dairy
6823029,United States,Fairfield,CT,Connecticut,06604-3200,"235 Madison Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,Hollow,,41.18705,-73.19726,,Maribel Grocery,,Azure Maps,,,,,Maribel Grocery
1510,United States,Westchester,NY,New York,10576-2121,"6 Lower Trinity Pass Road, Pound Ridge, NY 10576",Pound Ridge,Pound Ridge,,,41.1871,-73.54967,,Healing Home Foods,www.healinghomefoods.com/,Azure Maps,,,,,Healing Home Foods
719255,United States,Fairfield,CT,Connecticut,06608-2104,"150 Barnum Avenue, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.18738,-73.18608,Meijer,Redbox Meijer,www.redbox.com,Azure Maps,,,,,Redbox Meijer
2219255,United States,Fairfield,CT,Connecticut,06604-3219,"595 Grand Street, Bridgeport, CT 06604",Bridgeport,Bridgeport,Hollow,,41.18739,-73.19956,,G&E Supermarket,hockersmarkets.com/,Azure Maps,,18.0,D & M Supermarket,,D & M Supermarket
1619255,United States,Fairfield,CT,Connecticut,06608-1914,"942 East Main Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.18756,-73.18078,,P & M Grocery,,Azure Maps,,,,,P & M Grocery
2619255,United States,Fairfield,CT,Connecticut,06604-2713,"1217 North Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,Hollow,,41.18872,-73.2003,,Zaachila Grocery Store,,Azure Maps,,,,,Zaachila Grocery Store
6523029,United States,Fairfield,CT,Connecticut,06604-1622,"1587 Capitol Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.18874,-73.21712,,Family Market,,Azure Maps,,,,,Family Market
6119255,United States,Fairfield,CT,Connecticut,06610-2728,"1896 Seaview Avenue, Bridgeport, CT 06610",Bridgeport,Bridgeport,,,41.18877,-73.1702,,Corner Market Variety,,Azure Maps,,,,,Corner Market Variety
2319255,United States,Fairfield,CT,Connecticut,06608-1915,"1050 East Main Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.18909,-73.1807,,Compare Foods Supermarket,www.comparesupermarkets.com,Azure Maps,,,,,Compare Foods Supermarket
2119255,United States,Fairfield,CT,Connecticut,06604-3212,"355 Grand Street, Bridgeport, CT 06604",Bridgeport,Bridgeport,Hollow,,41.18925,-73.1961,,Chaves Grocery & Gifts,,Azure Maps,,,,,Chaves Grocery & Gifts
8923029,United States,Fairfield,CT,Connecticut,06610-3019,"1796 Barnum Avenue, Bridgeport, CT 06610",Bridgeport,Bridgeport,East End,,41.18927,-73.15712,,I & I Food Store,,Azure Maps,,1.0,A & P Food Stores,,A & P Food Stores
3619255,United States,Fairfield,CT,Connecticut,06608-1720,"304 Brooks Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.19027,-73.17955,,Gurabo Grocery,,Azure Maps,,,,,Gurabo Grocery
3019255,United States,Fairfield,CT,Connecticut,06608-1620,"1141 East Main Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.19031,-73.18063,,Jamal Market,,Azure Maps,,2.0,ACME Markets,,ACME Markets
3519255,United States,Fairfield,CT,Connecticut,06608-1620,"1173 East Main Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.19072,-73.18061,,Afro-American Variety Store,,Azure Maps,,,,,Afro-American Variety Store
2919255,United States,Fairfield,CT,Connecticut,06604-2721,"2018 Main Street, Bridgeport, CT 06604",Bridgeport,Bridgeport,Hollow,,41.19091,-73.19644,,Andrew Deli & Grocery,,Azure Maps,,,,,Andrew Deli & Grocery
3119255,United States,Fairfield,CT,Connecticut,06604-2741,"2032 Main Street, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.19096,-73.19647,,Cochy Grocery,,Azure Maps,,,,,Cochy Grocery
227735,United States,Fairfield,CT,Connecticut,06897-4025,"5 River Road, Wilton, CT 06897",Wilton,Wilton,,,41.19098,-73.43041,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
217735,United States,Fairfield,CT,Connecticut,06897-4025,"5 River Road, Wilton, CT 06897",Wilton,Wilton,,,41.19098,-73.43041,,Super Stop & Shop,stores.stopandshop.com/ct/wilton/5-river-road,Azure Maps,,47.0,Stop & Shop,Ahold Delhaize,Stop & Shop
4019255,United States,Fairfield,CT,Connecticut,06608-1721,"382 Brooks Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.19135,-73.17948,,Rodriguez Market,,Azure Maps,,,,,Rodriguez Market
4119255,United States,Fairfield,CT,Connecticut,06608-1721,"384 Brooks Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.19137,-73.17948,,Ashley Food Market,,Azure Maps,,,,,Ashley Food Market
4319255,United States,Fairfield,CT,Connecticut,06608-1721,"384 Brooks Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.19137,-73.17948,,Lamia Grocery,,Azure Maps,,,,,Lamia Grocery
4219255,United States,Fairfield,CT,Connecticut,06608-1721,"384 Brooks Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.19137,-73.17948,,Yeli Mini Market,,Azure Maps,,,,,Yeli Mini Market
4819255,United States,Fairfield,CT,Connecticut,06608-1743,"1268 Pembroke Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.19156,-73.17725,,Florida Supermarket,,Azure Maps,,18.0,D & M Supermarket,,D & M Supermarket
5023029,United States,Fairfield,CT,Connecticut,06604-1290,"1050 Brooklawn Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.192,-73.2197,,Grocery Village,,Azure Maps,,,,,Grocery Village
5123029,United States,Fairfield,CT,Connecticut,06608-1744,"1325 Pembroke Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.19223,-73.17714,,Los Muchachos,,Azure Maps,,,,,Los Muchachos
4123029,United States,Fairfield,CT,Connecticut,06606-5516,"819 Madison Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19245,-73.20457,,Guelagetza Grocery,,Azure Maps,,,,,Guelagetza Grocery
8023029,United States,Fairfield,CT,Connecticut,06614-5213,"360 Boston Avenue, Stratford, CT 06614",Stratford,Stratford,,,41.19252,-73.15353,,C-Town,locations.ctownsupermarkets.com/ct-stratford-u41_1u41,Azure Maps,,14.0,C Town,,C Town
8523029,United States,Fairfield,CT,Connecticut,06610-2641,"2063 Boston Avenue, Bridgeport, CT 06610",Bridgeport,Bridgeport,,,41.19263,-73.15622,,Boston Avenue Grocery,,Azure Maps,,48.0,Stop One Grocery,,Stop One Grocery
3719255,United States,Fairfield,CT,Connecticut,06608-1528,"616 William Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.19265,-73.18546,,Bayamon Market,,Azure Maps,,,,,Bayamon Market
4619255,United States,Fairfield,CT,Connecticut,06608-1400,"1335 East Main Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.19292,-73.18052,,Grocery Store El GALLO DORADO,,Azure Maps,,,,,Grocery Store El GALLO DORADO
3923029,United States,Fairfield,CT,Connecticut,06606-5506,"821 Madison Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19306,-73.20504,,Bon Preto Supermarket,,Azure Maps,,13.0,Bravo Supermarket,,Bravo Supermarket
6723029,United States,Fairfield,CT,Connecticut,06610-2720,"1905 Central Avenue, Bridgeport, CT 06610",Bridgeport,Bridgeport,,,41.1932,-73.16757,,Grocery Central,,Azure Maps,,,,,Grocery Central
4623029,United States,Fairfield,CT,Connecticut,06608-1400,"1369 East Main Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.19333,-73.1805,,Freddy's Market,,Azure Maps,,,,,Freddy's Market
4523029,United States,Fairfield,CT,Connecticut,06608-1400,"1369 East Main Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.19333,-73.1805,,Sarah's Market,,Azure Maps,,,,,Sarah's Market
3523029,United States,Fairfield,CT,Connecticut,06606-5314,"2251 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19365,-73.19831,,City Supermarkets,www.pioneersupermarkets.com/,Azure Maps,,18.0,D & M Supermarket,,D & M Supermarket
3423029,United States,Fairfield,CT,Connecticut,06606-5314,"2251 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19365,-73.19831,,Key Food,www.keyfood.com/,Azure Maps,,,,,Key Food
3623029,United States,Fairfield,CT,Connecticut,06606-5314,"2251 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19366,-73.19831,,Pioneer Supermarket,www.pioneersupermarkets.com/,Azure Maps,,51.0,Superior Supermarket,,Superior Supermarket
9523029,United States,Fairfield,CT,Connecticut,06614-5306,"1796 Barnum Avenue, Stratford, CT 06614",Stratford,Stratford,,,41.19376,-73.14464,,I&I Food Store,www.krispykrunchy.com,Azure Maps,,1.0,A & P Food Stores,,A & P Food Stores
7823029,United States,Fairfield,CT,Connecticut,06610-2546,"337 Kent Avenue, Bridgeport, CT 06610",Bridgeport,Bridgeport,,,41.19426,-73.15624,,Gabriela Papa,,Azure Maps,,,,,Gabriela Papa
3323029,United States,Fairfield,CT,Connecticut,06606-5220,"992 Madison Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.1945,-73.20618,,Alma Flora Market,,Azure Maps,,,,,Alma Flora Market
3223029,United States,Fairfield,CT,Connecticut,06606-5324,"2351 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.195,-73.19925,,M & A Foodmart,,Azure Maps,,21.0,Foodmart,,Foodmart
4223029,United States,Fairfield,CT,Connecticut,06608-1203,"254 Orchard Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.19521,-73.17819,,Mini Special Market,,Azure Maps,,,,,Mini Special Market
3123029,United States,Fairfield,CT,Connecticut,06606-5324,"2381 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.1953,-73.19942,,Sam Food Market Office,,Azure Maps,,21.0,Foodmart,,Foodmart
3823029,United States,Fairfield,CT,Connecticut,06608-1123,"1510 East Main Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.19539,-73.18042,,Omar Market,,Azure Maps,,,,,Omar Market
7323029,United States,Fairfield,CT,Connecticut,06610-2528,"184 Success Avenue, Bridgeport, CT 06610",Bridgeport,Bridgeport,,,41.19562,-73.15794,,Success Corner & Variety,,Azure Maps,,,,,Success Corner & Variety
2823029,United States,Fairfield,CT,Connecticut,06606-5323,"2428 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19595,-73.19972,,Ronildos Meat Market,,Azure Maps,,,,,Ronildos Meat Market
3023029,United States,Fairfield,CT,Connecticut,06606-5723,"255 Lindley Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19597,-73.19195,,Pacis Market,,Azure Maps,,54.0,Weis Markets,,Weis Markets
3023029,United States,Fairfield,CT,Connecticut,06606-5723,"255 Lindley Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19597,-73.19195,,Pacis Market,,Azure Maps,,79.0,Weis Markets,Weis Markets,Weis Markets
7123029,United States,Fairfield,CT,Connecticut,06610-2342,"336 Granfield Avenue, Bridgeport, CT 06610",Bridgeport,Bridgeport,,,41.1961,-73.15917,,Borowik Market,,Azure Maps,,,,,Borowik Market
2723029,United States,Fairfield,CT,Connecticut,06606-5323,"2440 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19611,-73.19983,,Osadia Grocery,,Azure Maps,,,,,Osadia Grocery
2623029,United States,Fairfield,CT,Connecticut,06606-5323,"2442 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19613,-73.19984,,Litle Brazil & Beyond,,Azure Maps,,,,,Litle Brazil & Beyond
3723029,United States,Fairfield,CT,Connecticut,06610-2108,"790 Boston Avenue, Bridgeport, CT 06610",Bridgeport,Bridgeport,East Side,,41.19625,-73.17766,,Convenience Mart,mobil.com,Azure Maps,,,,,Convenience Mart
2523029,United States,Fairfield,CT,Connecticut,06606-5303,"2509 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19692,-73.20046,,Gorge Grocery,,Azure Maps,,,,,Gorge Grocery
2423029,United States,Fairfield,CT,Connecticut,06606-4505,"1255 Madison Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19763,-73.20847,,Lou's Food,,Azure Maps,,,,,Lou's Food
2323029,United States,Fairfield,CT,Connecticut,06606-5447,"375 Capitol Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19774,-73.19845,,Mikes Supermarket,,Azure Maps,,18.0,D & M Supermarket,,D & M Supermarket
2023029,United States,Fairfield,CT,Connecticut,06606-4667,"355 Hawley Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.1997,-73.20358,,Big Y Market,www.bigy.com/,Azure Maps,,,,,Big Y Market
2223029,United States,Fairfield,CT,Connecticut,,"35 Hill Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.19974,-73.18762,,Gourmet Foods,,Azure Maps,,,,,Gourmet Foods
5323029,United States,Fairfield,CT,Connecticut,06610-2402,"536 Success Avenue, Bridgeport, CT 06610",Bridgeport,Bridgeport,,,41.20031,-73.15665,,Success Market,,Azure Maps,,,,,Success Market
1823029,United States,Fairfield,CT,Connecticut,06606-4648,"251 Wayne Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,North End,,41.20084,-73.20888,,Wayne St Groceries,,Azure Maps,,,,,Wayne St Groceries
2123029,United States,Fairfield,CT,Connecticut,06610-1604,"164 Boston Avenue, Bridgeport, CT 06610",Bridgeport,Bridgeport,East Side,,41.20155,-73.18578,,Price Rite,,Azure Maps,,36.0,Price Rite,,Price Rite
2123029,United States,Fairfield,CT,Connecticut,06610-1604,"164 Boston Avenue, Bridgeport, CT 06610",Bridgeport,Bridgeport,East Side,,41.20155,-73.18578,,Price Rite,,Azure Maps,,75.0,Price Rite,Wakefern Food Corp.,Price Rite
1723029,United States,Fairfield,CT,Connecticut,06606-4649,"343 Wayne Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,North End,,41.20205,-73.20906,,Corner Variety Store,,Azure Maps,,,,,Corner Variety Store
697735,United States,Westchester,NY,New York,10506-1211,"602 Old Post Road, Bedford, NY 10506",Bedford,Bedford,,,41.20207,-73.64443,,Design Market Direct,,Azure Maps,,,,,Design Market Direct
1923029,United States,Fairfield,CT,Connecticut,06610-1904,"2110 East Main Street, Bridgeport, CT 06610",Bridgeport,Bridgeport,,,41.20351,-73.17933,,La Placita Market,,Azure Maps,,,,,La Placita Market
117735,United States,Westchester,NY,New York,10590-2626,"469 Smith Ridge Road, South Salem, NY 10590",South Salem,Lewisboro,,,41.20377,-73.51057,,Vista Market,,Azure Maps,,54.0,Weis Markets,,Weis Markets
117735,United States,Westchester,NY,New York,10590-2626,"469 Smith Ridge Road, South Salem, NY 10590",South Salem,Lewisboro,,,41.20377,-73.51057,,Vista Market,,Azure Maps,,79.0,Weis Markets,Weis Markets,Weis Markets
1423029,United States,Fairfield,CT,Connecticut,06610-1928,"2281 East Main Street, Bridgeport, CT 06610",Bridgeport,Bridgeport,,,41.2058,-73.17897,,Nob Hill Deli & Grocery,,Azure Maps,,,,,Nob Hill Deli & Grocery
1323029,United States,Fairfield,CT,Connecticut,06606-3505,"143 Keeler Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.2068,-73.20968,,Torres Variety Grocery,,Azure Maps,,,,,Torres Variety Grocery
1123029,United States,Fairfield,CT,Connecticut,06606-5126,"500 Sylvan Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.20876,-73.1917,,Food Bazaar Supermarkets,www.myfoodbazaar.com,Azure Maps,,,,,Food Bazaar Supermarkets
9215374,United States,New Haven,CT,Connecticut,06460-3106,"695 Bridgeport Avenue, Milford, CT 06460",Milford,Milford,,,41.20974,-73.08311,,Suremart,,Azure Maps,,,,,Suremart
9615374,United States,New Haven,CT,Connecticut,06460-6415,"1064 East Broadway, Milford, CT 06460",Milford,Milford,,,41.21097,-73.05542,,Food Fare Deli & Market,,Azure Maps,,,,,Food Fare Deli & Market
9715374,United States,New Haven,CT,Connecticut,06460-6415,"1064 East Broadway, Milford, CT 06460",Milford,Milford,,,41.21097,-73.05542,,Food Fare and Market,,Azure Maps,,,,,Food Fare and Market
1223029,United States,Fairfield,CT,Connecticut,06606-2631,"2600 Madison Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,North End,,41.21103,-73.22429,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
5626844,United States,Fairfield,CT,Connecticut,06606-3706,"464 Beechmont Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,North End,,41.21133,-73.20792,,Beechmont,,Azure Maps,,,,,Beechmont
8615374,United States,New Haven,CT,Connecticut,06460-3171,"855 Bridgeport Avenue, Milford, CT 06460",Milford,Milford,,,41.21283,-73.07816,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
8715374,United States,New Haven,CT,Connecticut,06460-3171,"855 Bridgeport Avenue, Milford, CT 06460",Milford,Milford,,,41.21283,-73.07816,,Super Stop & Shop,stores.stopandshop.com/ct/milford/855-bridgeport-avenue,Azure Maps,,47.0,Stop & Shop,Ahold Delhaize,Stop & Shop
5326844,United States,Fairfield,CT,Connecticut,06606-2813,"3853 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,North End,,41.21346,-73.21142,,Selam Meat & Grocery,,Azure Maps,,,,,Selam Meat & Grocery
2923029,United States,Fairfield,CT,Connecticut,06614-3047,"20 Westchester Drive, Stratford, CT 06614",Stratford,Stratford,,,41.2137,-73.15149,,Krauszers Food Store,uhaul.com,Azure Maps,,,,,Krauszers Food Store
1023029,United States,Fairfield,CT,Connecticut,06610-1465,"345 Huntington Turnpike, Bridgeport, CT 06610",Bridgeport,Bridgeport,,,41.21389,-73.17498,,Foodworld IGA,,Azure Maps,,,,,Foodworld IGA
7715374,United States,New Haven,CT,Connecticut,06460-3144,"975 Bridgeport Avenue, Milford, CT 06460",Milford,Milford,,,41.21532,-73.07273,,One Stop Grocery & Convenience,,Azure Maps,,,,,One Stop Grocery & Convenience
4926844,United States,Fairfield,CT,Connecticut,06606-2923,"1056 Reservoir Avenue, Bridgeport, CT 06606",Bridgeport,Bridgeport,,,41.21534,-73.19202,,Morena Market,,Azure Maps,,64.0,Central Market,H-E-B,Central Market
107735,United States,Westchester,NY,New York,,"200 Oakridge Drive, South Salem, NY 10590",South Salem,Lewisboro,,,41.21646,-73.5175,,Art Jack Food Co,,Azure Maps,,,,,Art Jack Food Co
7315374,United States,New Haven,CT,Connecticut,06460-3121,"155 Hill Street, Milford, CT 06460",Milford,Milford,,,41.21871,-73.07165,,American Frozen Foods,Americanfoods.com,Azure Maps,,,,,American Frozen Foods
6715374,United States,New Haven,CT,Connecticut,06460-3134,"150 Boston Post Road, Milford, CT 06460",Milford,Milford,,,41.21926,-73.07468,,Big Y World Class Market,www.bigy.com,Azure Maps,,,,,Big Y World Class Market
4726844,United States,Fairfield,CT,Connecticut,06606-1837,"4425 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,North End,,41.21998,-73.21658,,Price Rite Of Bridgeport - Main Street,www.priceritesupermarkets.com,Azure Maps,,36.0,Price Rite,,Price Rite
4726844,United States,Fairfield,CT,Connecticut,06606-1837,"4425 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,North End,,41.21998,-73.21658,,Price Rite Of Bridgeport - Main Street,www.priceritesupermarkets.com,Azure Maps,,75.0,Price Rite,Wakefern Food Corp.,Price Rite
7215374,United States,New Haven,CT,Connecticut,06460-4734,"74 High Street, Milford, CT 06460",Milford,Milford,,,41.22022,-73.05827,,New Dental,,Azure Maps,,,,,New Dental
6315374,United States,New Haven,CT,Connecticut,06460-3158,"238 Boston Post Road, Milford, CT 06460",Milford,Milford,,FrontDoor,41.22162,-73.07453,,ALDI,,Azure Maps,,4.0,ALDI,ALDI,ALDI
423029,United States,Fairfield,CT,Connecticut,06606-1818,"4531 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,North End,,41.22206,-73.21803,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
4526844,United States,Fairfield,CT,Connecticut,06606-1818,"4531 Main Street, Bridgeport, CT 06606",Bridgeport,Bridgeport,North End,,41.22206,-73.21803,,Super Stop & Shop,stores.stopandshop.com/ct/bridgeport/4531-main-street,Azure Maps,,47.0,Stop & Shop,Ahold Delhaize,Stop & Shop
7115374,United States,New Haven,CT,Connecticut,06460-4829,"246 New Haven Avenue, Milford, CT 06460",Milford,Milford,,,41.22285,-73.0463,,Healthy Foods Plus,,Azure Maps,,,,,Healthy Foods Plus
7515374,United States,New Haven,CT,Connecticut,06460-6664,"374 New Haven Avenue, Milford, CT 06460",Milford,Milford,,,41.22355,-73.04056,,National Gourmet Foods,,Azure Maps,,,,,National Gourmet Foods
7815374,United States,New Haven,CT,Connecticut,06460-6745,"5 Pond Point Avenue, Milford, CT 06460",Milford,Milford,,,41.22469,-73.03019,,Krauszer's,,Azure Maps,,30.0,Krauszers,,Krauszers
1730712,United States,Fairfield,CT,Connecticut,06897-1719,"274 Nod Hill Road, Wilton, CT 06897",Wilton,Wilton,,,41.22761,-73.45959,,Nicholas Roberts Fine Foods,,Azure Maps,,,,,Nicholas Roberts Fine Foods
223029,United States,Fairfield,CT,Connecticut,06611-3502,"5065 Main St, Trumbull, CT 06611",Trumbull,Trumbull,,,41.2282,-73.22499,,Ur Stop,,Azure Maps,,,,,Ur Stop
4115374,United States,New Haven,CT,Connecticut,06460-2636,"532 Boston Post Road, Milford, CT 06460",Milford,Milford,,,41.22965,-73.06605,,Lin Asian Food Market,,Azure Maps,,,,,Lin Asian Food Market
323029,United States,Fairfield,CT,Connecticut,06611-3502,"5065 Main St, Trumbull, CT 06611",Trumbull,Trumbull,,,41.23052,-73.22315,,Fred Meyer,www.fredmeyer.com,Azure Maps,,69.0,Fred Meyer,Kroger,Fred Meyer
4326844,United States,Fairfield,CT,Connecticut,06612-1947,"41 Harvest Moon Road, Easton, CT 06612",Easton,Easton,,,41.23172,-73.26795,,Bresky Henry & Sons,,Azure Maps,,,,,Bresky Henry & Sons
1523029,United States,Fairfield,CT,Connecticut,06614-1514,"355 Hawley Lane, Stratford, CT 06614",Stratford,Stratford,,,41.23307,-73.14989,,Big Y World Class Market,www.bigy.com,Azure Maps,,,,,Big Y World Class Market
5515374,United States,New Haven,CT,Connecticut,06460-3624,"East Town Road, Milford, CT 06460",Milford,Milford,,,41.23609,-73.03158,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
5315374,United States,New Haven,CT,Connecticut,06460-3623,"1360 East Town Road, Milford, CT 06460",Milford,Milford,,,41.2362,-73.0317,,Super Stop & Shop,stores.stopandshop.com/ct/milford/1360-east-town-road,Azure Maps,,47.0,Stop & Shop,Ahold Delhaize,Stop & Shop
4023029,United States,Fairfield,CT,Connecticut,06612-1801,"5 Austin Drive, Easton, CT 06612",Easton,Easton,,,41.23722,-73.26732,,Bresky Theodore H & L J,,Azure Maps,,,,,Bresky Theodore H & L J
6215374,United States,New Haven,CT,Connecticut,06460-2838,"100 Research Drive, Milford, CT 06460",Milford,Milford,,,41.23964,-73.01631,,Mina Foods,www.minafoods.com/liquor.html,Azure Maps,,,,,Mina Foods
1623029,United States,Fairfield,CT,Connecticut,06611-5436,"80 Merritt Boulevard, Trumbull, CT 06611",Trumbull,Trumbull,,,41.24022,-73.146,,Nasdaq Stock Market,www.nasdaq.com,Azure Maps,,,,,Nasdaq Stock Market
4215374,United States,New Haven,CT,Connecticut,06460-2755,"1365 Boston Post Road, Milford, CT 06460",Milford,Milford,,,41.24161,-73.03065,,Walmart,www.walmart.com/store/5294/milford-ct/details,Azure Maps,,74.0,Walmart,Walmart,Walmart
907735,United States,Westchester,NY,New York,10507-2001,"357 Adams Street, Bedford Hills, NY 10507",Bedford Hills,Bedford,,,41.24205,-73.68773,,Michael Decarvalho,,Azure Maps,,,,,Michael Decarvalho
23029,United States,Fairfield,CT,Connecticut,06611-3903,"2 Daniels Farm Road, Trumbull, CT 06611",Trumbull,Trumbull,,,41.24621,-73.198,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
7615374,United States,New Haven,CT,Connecticut,06477-3623,"57 Robinson Boulevard, Orange, CT 06477",Orange,Orange,,,41.24681,-72.99212,,Melisi Food,Capecodchips.com,Azure Maps,,,,,Melisi Food
3315374,United States,New Haven,CT,Connecticut,06460-2776,"1686 Boston Post Road, Milford, CT 06460",Milford,Milford,,,41.24789,-73.0248,,Whole Foods Market,www.wholefoodsmarket.com/stores/milford,Azure Maps,,55.0,WHOLE FOODS,Amazon,WHOLE FOODS
867735,United States,Westchester,NY,New York,10536-2107,"132 Bedford Road, Katonah, NY 10536",Katonah,Bedford,,,41.25122,-73.68336,,DeCicco Family Markets - Katonah,www.deciccomarket.com,Azure Maps,,,,,DeCicco Family Markets - Katonah
857735,United States,Westchester,NY,New York,,"Katonah, NY 10536",Katonah,Bedford,,,41.25157,-73.68281,,DeCicco's,,Azure Maps,,,,,DeCicco's
4015374,United States,New Haven,CT,Connecticut,06477-3340,"560 Boston Post Road, Orange, CT 06477",Orange,Orange,,,41.25243,-73.01917,,Trader Joe's,locations.traderjoes.com/ct/orange/524/,Azure Maps,,52.0,Trader Joe's,ALDI,Trader Joe's
6615374,United States,New Haven,CT,Connecticut,06516-4151,"301 Heffernan Drive, West Haven, CT 06516",West Haven,West Haven,,,41.25564,-72.98939,,Watson Foods Co,www.watson-inc.com,Azure Maps,,,,,Watson Foods Co
1226844,United States,Fairfield,CT,Connecticut,06611-3140,"100 Quality Street, Trumbull, CT 06611",Trumbull,Trumbull,,,41.25623,-73.21575,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
4715374,United States,New Haven,CT,Connecticut,06477-3614,"181 Marsh Hill Road, Orange, CT 06477",Orange,Orange,,,41.25843,-73.00049,,Restaurant Depot,www.restaurantdepot.com,Azure Maps,,,,,Restaurant Depot
827735,United States,Westchester,NY,New York,10536-2132,"93 Katonah Avenue, Katonah, NY 10536",Katonah,Bedford,,,41.25847,-73.68415,,Village Market of Katonah,,Azure Maps,,,,,Village Market of Katonah
