Record,Country,Country Secondary Subdivision,Country Subdivision,Subdivision Name,Postal Code,Address,Local Name,Municipality,Municipality Subdivision,entryPoints_0_functions_0,Latitude,Longtitude,poi_brands_1_name,POI Name,URL,Source,Store Name_x,Number,Master Store Name,Owner,Correct Name
2211533,United States,Fairfield,CT,Connecticut,06854-2704,"7 Washington Street, Norwalk, CT 06854",Norwalk,Norwalk,,,41.09935,-73.42187,,C-Town,locations.ctownsupermarkets.com/ct-south-norwalk-pu41_060,Azure Maps,,14.0,C Town,,C Town
2210,United States,Fairfield,CT,Connecticut,06854-1805,"385 Connecticut Avenue, Norwalk, CT 06854",Norwalk,Norwalk,,,41.10037,-73.44081,,Stop & Shop Pharmacy,pharmacy.stopandshop.com/ct/norwalk/385-connecticut-avenue,Azure Maps,,,,,Stop & Shop Pharmacy
1910,United States,Fairfield,CT,Connecticut,06854-1801,"360 Connecticut Avenue, Norwalk, CT 06854",Norwalk,Norwalk,,,41.10093,-73.44011,,ShopRite Of Norwalk,www.shoprite.com/,Azure Maps,,44.0,ShopRite,ShopRite,ShopRite
1910,United States,Fairfield,CT,Connecticut,06854-1801,"360 Connecticut Avenue, Norwalk, CT 06854",Norwalk,Norwalk,,,41.10093,-73.44011,,ShopRite Of Norwalk,www.shoprite.com/,Azure Maps,,76.0,ShopRite,Wakefern Food Corp.,ShopRite
2411533,United States,Fairfield,CT,Connecticut,06854-2021,"72 Taylor Avenue, Norwalk, CT 06854",Norwalk,Norwalk,,,41.10142,-73.42923,,Family Market,,Azure Maps,,,,,Family Market
2510,United States,Fairfield,CT,Connecticut,,"Connecticut Ave, Norwalk, CT 06854",Norwalk,Norwalk,,,41.10248,-73.43594,,ShopRite Of Norwalk,www.shoprite.com,Azure Maps,,44.0,ShopRite,ShopRite,ShopRite
2510,United States,Fairfield,CT,Connecticut,,"Connecticut Ave, Norwalk, CT 06854",Norwalk,Norwalk,,,41.10248,-73.43594,,ShopRite Of Norwalk,www.shoprite.com,Azure Maps,,76.0,ShopRite,Wakefern Food Corp.,ShopRite
1711533,United States,Fairfield,CT,Connecticut,06854-2208,"23 West Avenue, Norwalk, CT 06854",Norwalk,Norwalk,,,41.1029,-73.4198,,Norwalk Marketplace,,Azure Maps,,,,,Norwalk Marketplace
2010,United States,Fairfield,CT,Connecticut,06854-1821,"330 Connecticut Avenue, Norwalk, CT 06854",Norwalk,Norwalk,,,41.10355,-73.43707,,Patel Brothers,www.patelbros.com,Azure Maps,,,,,Patel Brothers
1911533,United States,Fairfield,CT,Connecticut,06854-2039,"79 Cedar Street, Norwalk, CT 06854",Norwalk,Norwalk,,,41.1042,-73.42732,,Tropical Groceries,,Azure Maps,,,,,Tropical Groceries
2410,United States,Fairfield,CT,Connecticut,06854-1912,"155 West Cedar Street, Norwalk, CT 06854",Norwalk,Norwalk,,,41.1044,-73.43478,,West Cedar Grocery,,Azure Maps,,,,,West Cedar Grocery
1211533,United States,Fairfield,CT,Connecticut,06855-1333,"12 Fitch Street, Norwalk, CT 06855",Norwalk,Norwalk,,,41.10543,-73.40298,,Rojas International Corporation,,Azure Maps,,,,,Rojas International Corporation
1410,United States,Fairfield,CT,Connecticut,06905-1213,"1041 High Ridge Road, Stamford, CT 06905",Stamford,Stamford,Turn of River-Newfield,,41.10698,-73.54791,,Trader Joe's,locations.traderjoes.com/ct/stamford/529/,Azure Maps,,52.0,Trader Joe's,ALDI,Trader Joe's
1511533,United States,Fairfield,CT,Connecticut,06850-3530,"60 Connecticut Avenue, Norwalk, CT 06850",Norwalk,Norwalk,,,41.1073,-73.42268,,Tim's Market,,Azure Maps,,54.0,Weis Markets,,Weis Markets
1511533,United States,Fairfield,CT,Connecticut,06850-3530,"60 Connecticut Avenue, Norwalk, CT 06850",Norwalk,Norwalk,,,41.1073,-73.42268,,Tim's Market,,Azure Maps,,79.0,Weis Markets,Weis Markets,Weis Markets
1310,United States,Fairfield,CT,Connecticut,06905-1213,"1055 High Ridge Road, Stamford, CT 06905",Stamford,Stamford,Turn of River-Newfield,,41.10856,-73.54745,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
1011533,United States,Fairfield,CT,Connecticut,06850-4202,"24 Butler Street, Norwalk, CT 06850",Norwalk,Norwalk,,,41.1103,-73.41406,,Gus Sclafani,www.gussclafanicorp.com,Azure Maps,,,,,Gus Sclafani
1311533,United States,Fairfield,CT,Connecticut,06850-3532,"57 Stevens St, Norwalk, CT 06850",Norwalk,Norwalk,,,41.11039,-73.42497,,Hill Confectionery,,Azure Maps,,,,,Hill Confectionery
1010,United States,Fairfield,CT,Connecticut,06905-1214,"1201 High Ridge Road, Stamford, CT 06905",Stamford,Stamford,Turn of River-Newfield,,41.11043,-73.54683,,ACME Markets,local.acmemarkets.com/ct/stamford/1201-high-ridge-rd.html,Azure Maps,,2.0,ACME Markets,,ACME Markets
1111533,United States,Fairfield,CT,Connecticut,06850-4237,"6 Butler Street, Norwalk, CT 06850",Norwalk,Norwalk,,,41.11053,-73.41691,,Market Bull S,,Azure Maps,,,,,Market Bull S
4110,United States,Fairfield,CT,Connecticut,06850-4007,"530 West Avenue, Norwalk, CT 06850",Norwalk,Norwalk,,,41.11242,-73.41613,,J & M Variety Grocery,,Azure Maps,,,,,J & M Variety Grocery
3910,United States,Fairfield,CT,Connecticut,06850-3301,"717 West Avenue, Norwalk, CT 06850",Norwalk,Norwalk,,,41.11611,-73.41488,,City Market Norwalk,,Azure Maps,,,,,City Market Norwalk
3810,United States,Fairfield,CT,Connecticut,06850-3301,"717 West Avenue, Norwalk, CT 06850",Norwalk,Norwalk,,,41.11611,-73.41488,,Key Food,www.keyfood.com/,Azure Maps,,,,,Key Food
3710,United States,Fairfield,CT,Connecticut,06850-3301,"717 West Avenue, Norwalk, CT 06850",Norwalk,Norwalk,,,41.11611,-73.41488,,Pioneer Supermarket,www.pioneersupermarkets.com/,Azure Maps,,51.0,Superior Supermarket,,Superior Supermarket
1411533,United States,Fairfield,CT,Connecticut,06850-3213,"47 Grandview Avenue, Norwalk, CT 06850",Norwalk,Norwalk,,,41.11681,-73.42756,,Grandview Finest Grocery,www.cafepress.com/ojoplusimi,Azure Maps,,,,,Grandview Finest Grocery
11533,United States,Fairfield,CT,Connecticut,06851-4721,"36 Main Street, Norwalk, CT 06851",Norwalk,Norwalk,,,41.11943,-73.41276,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
111533,United States,Fairfield,CT,Connecticut,06851-4703,"61 Main Street, Norwalk, CT 06851",Norwalk,Norwalk,,,41.12026,-73.41299,,Main Street Grocery,,Azure Maps,,,,,Main Street Grocery
211533,United States,Fairfield,CT,Connecticut,06851-4703,"71 Main Street, Norwalk, CT 06851",Norwalk,Norwalk,,,41.12048,-73.41304,,Maximo Deli & Grocery,,Azure Maps,,,,,Maximo Deli & Grocery
3110,United States,Fairfield,CT,Connecticut,06851-4703,"75 Main Street, Norwalk, CT 06851",Norwalk,Norwalk,,,41.12114,-73.41322,,Nicholas Roberts Fine Foods,,Azure Maps,,,,,Nicholas Roberts Fine Foods
4011533,United States,Fairfield,CT,Connecticut,06880-5916,"580 Riverside Avenue, Westport, CT 06880",Westport,Westport,,,41.12134,-73.37036,,CM Gourmet Market,,Azure Maps,,,,,CM Gourmet Market
311533,United States,Fairfield,CT,Connecticut,,"100 Westport Avenue, Norwalk, CT 06851",Norwalk,Norwalk,,,41.12151,-73.40494,,Stew Leonard's,www.StewLeonards.com,Azure Maps,,,,,Stew Leonard's
4211533,United States,Fairfield,CT,Connecticut,06880-5703,"544 Riverside Avenue, Westport, CT 06880",Westport,Westport,,,41.12257,-73.37043,,Municipal Market Advisors,www.mma-research.com,Azure Maps,,,,,Municipal Market Advisors
2710,United States,Fairfield,CT,Connecticut,06851-4617,"112 Main Street, Norwalk, CT 06851",Norwalk,Norwalk,,,41.12303,-73.41564,,Krysshanna Krysshanna,,Azure Maps,,,,,Krysshanna Krysshanna
3911533,United States,Fairfield,CT,Connecticut,06880-5700,"20 Saugatuck Avenue, Westport, CT 06880",Westport,Westport,,,41.12389,-73.37247,,Fast Stop Food Mart,,Azure Maps,,,,,Fast Stop Food Mart
1611533,United States,Fairfield,CT,Connecticut,,"444 Westport Avenue, Norwalk, CT 06851",Norwalk,Norwalk,,,41.12654,-73.38888,,Stew Leonard's,www.stewleonards.com,Azure Maps,,,,,Stew Leonard's
1811533,United States,Fairfield,CT,Connecticut,06851-4424,"480 Westport Avenue, Norwalk, CT 06851",Norwalk,Norwalk,,,41.12707,-73.38663,,AP Foods,,Azure Maps,,1.0,A & P Food Stores,,A & P Food Stores
2111533,United States,Fairfield,CT,Connecticut,06851-4411,"517 Westport Avenue, Norwalk, CT 06851",Norwalk,Norwalk,,,41.12738,-73.38523,,Gateway Country,,Azure Maps,,,,,Gateway Country
2611533,United States,Fairfield,CT,Connecticut,06880-4706,"399 Post Road West, Westport, CT 06880",Westport,Westport,,,41.12858,-73.38125,,Whole Foods Market,www.wholefoodsmarket.com/stores/westport,Azure Maps,,55.0,WHOLE FOODS,Amazon,WHOLE FOODS
2911533,United States,Fairfield,CT,Connecticut,06880-4701,"361 Post Road West, Westport, CT 06880",Westport,Westport,,,41.12968,-73.37848,,As Fine Foods,,Azure Maps,,50.0,Sunshine Foods,,Sunshine Foods
2011533,United States,Fairfield,CT,Connecticut,,"26 Broad Street, Norwalk, CT 06851",Norwalk,Norwalk,,,41.13101,-73.42725,,Alex Food Mart,,Azure Maps,,21.0,Foodmart,,Foodmart
7911533,United States,Fairfield,CT,Connecticut,06880-5683,"1790 Post Road East, Westport, CT 06880",Westport,Westport,,,41.13835,-73.30227,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
8011533,United States,Fairfield,CT,Connecticut,06880-5683,"1790 Post Road East, Westport, CT 06880",Westport,Westport,,,41.13835,-73.30227,,Super Stop & Shop,stores.stopandshop.com/ct/westport/1790-post-road-east,Azure Maps,,47.0,Stop & Shop,Ahold Delhaize,Stop & Shop
8311533,United States,Fairfield,CT,Connecticut,06890-1307,"3300 Post Road, Southport, CT 06890",Southport,Fairfield,,,41.13844,-73.2903,,Quick Steps,,Azure Maps,,,,,Quick Steps
6511533,United States,Fairfield,CT,Connecticut,06880-4546,"605 Post Road East, Westport, CT 06880",Westport,Westport,,,41.13866,-73.34464,,The Fresh Market,t.co/WtmIyKGlID,Azure Maps,,73.0,Fresh Thyme Market,Meijer,Fresh Thyme Market
7111533,United States,Fairfield,CT,Connecticut,06880-5300,"1046 Post Road East, Westport, CT 06880",Westport,Westport,,,41.13891,-73.32874,,Taylors Floral Arts & Gift,,Azure Maps,,,,,Taylors Floral Arts & Gift
6111533,United States,Fairfield,CT,Connecticut,06880-4402,"400 Post Road East, Westport, CT 06880",Westport,Westport,,,41.14016,-73.35178,,Trader Joe's,locations.traderjoes.com/ct/westport/521/,Azure Maps,,52.0,Trader Joe's,ALDI,Trader Joe's
3111533,United States,Fairfield,CT,Connecticut,,"380 Main Avenue, Norwalk, CT 06851",Norwalk,Norwalk,,,41.14132,-73.42578,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
3211533,United States,Fairfield,CT,Connecticut,,"380 Main Avenue, Norwalk, CT 06851",Norwalk,Norwalk,,,41.14132,-73.42578,,Super Stop & Shop,stores.stopandshop.com/ct/norwalk/380-main-avenue,Azure Maps,,47.0,Stop & Shop,Ahold Delhaize,Stop & Shop
5711533,United States,Fairfield,CT,Connecticut,06880-3402,"49 Main Street, Westport, CT 06880",Westport,Westport,,,41.14207,-73.36159,,Lucky Brand,stores.luckybrand.com/lucky-brand-2aa6dbdf7c7d,Azure Maps,,,,,Lucky Brand
4411533,United States,Fairfield,CT,Connecticut,06850-1202,"20 Glover Avenue, Norwalk, CT 06850",Norwalk,Norwalk,,,41.14343,-73.42742,,E N R Services,,Azure Maps,,,,,E N R Services
5811533,United States,Fairfield,CT,Connecticut,06880-3201,"12 Avery Place, Westport, CT 06880",Westport,Westport,,,41.14423,-73.36122,,Quorn Foods,,Azure Maps,,,,,Quorn Foods
110,United States,Fairfield,CT,Connecticut,06840-5409,"75 Pine Street, New Canaan, CT 06840",New Canaan,New Canaan,,,41.14441,-73.49747,,Pine St Concession,,Azure Maps,,,,,Pine St Concession
6011533,United States,Fairfield,CT,Connecticut,06880-3206,"225 Main Street, Westport, CT 06880",Westport,Westport,,,41.14542,-73.36134,,Bmo Capital Market,Bmocm.com,Azure Maps,,,,,Bmo Capital Market
210,United States,Fairfield,CT,Connecticut,06840-5313,"280 Elm Street, New Canaan, CT 06840",New Canaan,New Canaan,,,41.14553,-73.50051,,ACME Markets,local.acmemarkets.com/ct/new-canaan/288-elm-st.html,Azure Maps,,2.0,ACME Markets,,ACME Markets
10,United States,Fairfield,CT,Connecticut,06840-5505,"2 Morse Court, New Canaan, CT 06840",New Canaan,New Canaan,,,41.14651,-73.49311,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
4711533,United States,Fairfield,CT,Connecticut,06851-2537,"343 Newtown Avenue, Norwalk, CT 06851",Norwalk,Norwalk,,,41.14657,-73.39432,,Cranbury Market IGA,www.cranburymarket.iga.com,Azure Maps,,,,,Cranbury Market IGA
8611533,United States,Fairfield,CT,Connecticut,06890-1292,"355 Acorn Lane, Southport, CT 06890",Southport,Fairfield,,,41.14758,-73.2903,,Connecticut Capitol Markets,,Azure Maps,,,,,Connecticut Capitol Markets
7011533,United States,Fairfield,CT,Connecticut,06880-3702,"46 Colony Road, Westport, CT 06880",Westport,Westport,,,41.14878,-73.33549,,Free Line Organic,,Azure Maps,,,,,Free Line Organic
5211533,United States,Fairfield,CT,Connecticut,06851-1027,"101 Merritt 7, Norwalk, CT 06851",Norwalk,Norwalk,,,41.14978,-73.42588,,Hu Foods,,Azure Maps,,55.0,WHOLE FOODS,Amazon,WHOLE FOODS
410,United States,Fairfield,CT,Connecticut,06850-1128,"25 Old Kings Highway, Norwalk, CT 06850",Norwalk,Norwalk,,,41.15192,-73.44568,,Gloval Pet Foods,,Azure Maps,,,,,Gloval Pet Foods
5511533,United States,Fairfield,CT,Connecticut,06880-1833,"73 Partrick Road, Westport, CT 06880",Westport,Westport,,,41.15243,-73.38448,,Stop & Shop,www.stopandshop.com,Azure Maps,,47.0,Stop & Shop,Ahold Delhaize,Stop & Shop
310,United States,Fairfield,CT,Connecticut,06840-4339,"941 Silvermine Road, New Canaan, CT 06840",New Canaan,New Canaan,,,41.15354,-73.45199,,Nito,www.rvminc.com,Azure Maps,,,,,Nito
1810,United States,Fairfield,CT,Connecticut,06851-1126,"650 Main Avenue, Norwalk, CT 06851",Norwalk,Norwalk,,,41.15902,-73.41956,,Walmart,www.walmart.com/store/2954/norwalk-ct/details,Azure Maps,,74.0,Walmart,Walmart,Walmart
6311533,United States,Fairfield,CT,Connecticut,06880-1909,"268 Wilton Road, Westport, CT 06880",Westport,Westport,,,41.15962,-73.37498,,Corolle,,Azure Maps,,,,,Corolle
5719255,United States,Fairfield,CT,Connecticut,06604-5617,"5 Park Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.16291,-73.18951,,Park Ave Super Market,,Azure Maps,,13.0,Bravo Supermarket,,Bravo Supermarket
9819255,United States,Fairfield,CT,Connecticut,06605-2410,"460 Bird Street, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.16293,-73.21481,,Mini Rite,,Azure Maps,,,,,Mini Rite
3919255,United States,Fairfield,CT,Connecticut,06604-5351,"204 Walnut Street, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.16611,-73.19714,,Walnut Grocery,,Azure Maps,,,,,Walnut Grocery
2719255,United States,Fairfield,CT,Connecticut,06604-5847,"156 Columbia Street, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.16746,-73.19585,,Laziza Market,,Azure Maps,,,,,Laziza Market
2419255,United States,Fairfield,CT,Connecticut,06604-5449,"375 Park Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.1676,-73.19306,,Park Ave Super Market,,Azure Maps,,13.0,Bravo Supermarket,,Bravo Supermarket
9719255,United States,Fairfield,CT,Connecticut,,"1859 Commerce Drive, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.16816,-73.21769,,Bresky Henry & Sons,,Azure Maps,,,,,Bresky Henry & Sons
1319255,United States,Fairfield,CT,Connecticut,06604-5522,"321 Main Street, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.16904,-73.18647,,Captains Food Mart,,Azure Maps,,,,,Captains Food Mart
4919255,United States,Fairfield,CT,Connecticut,06605-1708,"1218 State Street, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.17112,-73.20694,,Bangla Bazar Halal Meat,,Azure Maps,,,,,Bangla Bazar Halal Meat
4719255,United States,Fairfield,CT,Connecticut,06605-1709,"1226 State Street, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.17116,-73.2068,,State Street Supermarket,www.upperstatestreet.org,Azure Maps,,,,,State Street Supermarket
1419255,United States,Fairfield,CT,Connecticut,06605-1240,"127 Lewis Street, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.17147,-73.1986,,Conchitas Grocery,,Azure Maps,,,,,Conchitas Grocery
4419255,United States,Fairfield,CT,Connecticut,06605-1507,"1160 State Street, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.17148,-73.20581,,De Castillo Grocery,,Azure Maps,,,,,De Castillo Grocery
5819255,United States,Fairfield,CT,Connecticut,06607-2205,"239 Newfield Avenue, Bridgeport, CT 06607",Bridgeport,Bridgeport,East Side,,41.17224,-73.16908,,Garcia Market,,Azure Maps,,,,,Garcia Market
2519255,United States,Fairfield,CT,Connecticut,06605-1504,"965 State Street, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.17247,-73.2028,,Sabbir Supermarket,,Azure Maps,,13.0,Bravo Supermarket,,Bravo Supermarket
6219255,United States,Fairfield,CT,Connecticut,06605-1928,"1437 Fairfield Avenue, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.17258,-73.21079,,Laylas Market,,Azure Maps,,,,,Laylas Market
1719255,United States,Fairfield,CT,Connecticut,06604-3723,"875 State Street, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.17305,-73.20088,,Allison Market,,Azure Maps,,,,,Allison Market
1819255,United States,Fairfield,CT,Connecticut,06604-3723,"875 State Street, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.17305,-73.20088,,Mike's Market,,Azure Maps,,54.0,Weis Markets,,Weis Markets
1819255,United States,Fairfield,CT,Connecticut,06604-3723,"875 State Street, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.17305,-73.20088,,Mike's Market,,Azure Maps,,79.0,Weis Markets,Weis Markets,Weis Markets
9119255,United States,Fairfield,CT,Connecticut,06605-1638,"999 Maplewood Avenue, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.17332,-73.21693,,La Parada Market,,Azure Maps,,,,,La Parada Market
5219255,United States,Fairfield,CT,Connecticut,06605-1742,"387 Clinton Avenue, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.17333,-73.20847,,Fairfield,www.fairfield.edu,Azure Maps,,,,,Fairfield
1019255,United States,Fairfield,CT,Connecticut,06604-3701,"856 Fairfield Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.17451,-73.20105,,Sk Grocery,,Azure Maps,,,,,Sk Grocery
8819255,United States,Fairfield,CT,Connecticut,06605-1610,"787 Beechwood Avenue, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.1752,-73.21703,,DMB,,Azure Maps,,,,,DMB
8719255,United States,Fairfield,CT,Connecticut,06605-1610,"787 Beechwood Avenue, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.1752,-73.21703,,Junco Market,,Azure Maps,,,,,Junco Market
6919255,United States,Fairfield,CT,Connecticut,06605-1603,"730 Maplewood Avenue, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.17564,-73.21326,,DR Asian Grocery,www.drasiangrocery.com,Azure Maps,,,,,DR Asian Grocery
419255,United States,Fairfield,CT,Connecticut,06604-3900,"609 Fairfield Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,Downtown Bridgeport,,41.17578,-73.19712,,El MISMO Primo,,Azure Maps,,,,,El MISMO Primo
7819255,United States,Fairfield,CT,Connecticut,06604-2307,"648 Beechwood Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.17646,-73.21503,,Beachwood Market,,Azure Maps,,,,,Beachwood Market
7919255,United States,Fairfield,CT,Connecticut,06604-2307,"648 Beechwood Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.17646,-73.21503,,Beechwood Grocery Store,,Azure Maps,,,,,Beechwood Grocery Store
6019255,United States,Fairfield,CT,Connecticut,06607-1723,"634 Newfield Avenue, Bridgeport, CT 06607",Bridgeport,Bridgeport,East End,,41.17726,-73.16719,,Francy & Lily Mini MA,,Azure Maps,,,,,Francy & Lily Mini MA
2819255,United States,Fairfield,CT,Connecticut,,"258 Wood Avenue, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.1774,-73.20594,,West End Mini Mart,,Azure Maps,,,,,West End Mini Mart
2019255,United States,Fairfield,CT,Connecticut,06605-1046,"129 Wood Avenue, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.17748,-73.20361,,Adan Market,,Azure Maps,,,,,Adan Market
1919255,United States,Fairfield,CT,Connecticut,06605-1046,"129 Wood Avenue, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.17748,-73.20361,,J & M Grocery,,Azure Maps,,,,,J & M Grocery
819255,United States,Fairfield,CT,Connecticut,06604-3413,"1212 Park Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,Hollow,,41.17754,-73.20081,,A & D Market,,Azure Maps,,2.0,ACME Markets,,ACME Markets
19255,United States,Fairfield,CT,Connecticut,06604-4313,"966 Main Street, Bridgeport, CT 06604",Bridgeport,Bridgeport,Downtown Bridgeport,,41.1777,-73.18901,,Downtown Corner,www.ctpost.com,Azure Maps,,,,,Downtown Corner
3819255,United States,Fairfield,CT,Connecticut,06605-1434,"378 Wood Avenue, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.17815,-73.20757,,Jz's Grocery & Deli,,Azure Maps,,,,,Jz's Grocery & Deli
7719255,United States,Fairfield,CT,Connecticut,06607-1419,"1377 Stratford Avenue, Bridgeport, CT 06607",Bridgeport,Bridgeport,East End,,41.17909,-73.16346,,Mercerves Grocery,,Azure Maps,,,,,Mercerves Grocery
1519255,United States,Fairfield,CT,Connecticut,06604-3053,"1411 Park Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.17952,-73.20307,,West Side Market,,Azure Maps,,54.0,Weis Markets,,Weis Markets
1519255,United States,Fairfield,CT,Connecticut,06604-3053,"1411 Park Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.17952,-73.20307,,West Side Market,,Azure Maps,,79.0,Weis Markets,Weis Markets,Weis Markets
3219255,United States,Fairfield,CT,Connecticut,06605-1304,"252 Maplewood Avenue, Bridgeport, CT 06605",Bridgeport,Bridgeport,,,41.17981,-73.20661,,J & J Deli & Grocery,,Azure Maps,,,,,J & J Deli & Grocery
8919255,United States,Fairfield,CT,Connecticut,06607-1427,"1515 Stratford Avenue, Bridgeport, CT 06607",Bridgeport,Bridgeport,East End,,41.17987,-73.16129,,Lees Market,,Azure Maps,,54.0,Weis Markets,,Weis Markets
8919255,United States,Fairfield,CT,Connecticut,06607-1427,"1515 Stratford Avenue, Bridgeport, CT 06607",Bridgeport,Bridgeport,East End,,41.17987,-73.16129,,Lees Market,,Azure Maps,,79.0,Weis Markets,Weis Markets,Weis Markets
519255,United States,Fairfield,CT,Connecticut,06608-2603,"420 Pembroke Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.18,-73.17923,,Pueblo Supermarket,,Azure Maps,,13.0,Bravo Supermarket,,Bravo Supermarket
9319255,United States,Fairfield,CT,Connecticut,06607-1400,"1611 Stratford Avenue, Bridgeport, CT 06607",Bridgeport,Bridgeport,East End,,41.18046,-73.15964,,Convenience Brand Grocery,,Azure Maps,,,,,Convenience Brand Grocery
7119255,United States,Fairfield,CT,Connecticut,06607-1134,"693 Connecticut Avenue, Bridgeport, CT 06607",Bridgeport,Bridgeport,East End,,41.18068,-73.16469,,Sunshine Food Market,,Azure Maps,,50.0,Sunshine Foods,,Sunshine Foods
7219255,United States,Fairfield,CT,Connecticut,06607-1134,"693 Connecticut Avenue, Bridgeport, CT 06607",Bridgeport,Bridgeport,East End,,41.18068,-73.16469,,Torres Variety Grocery,,Azure Maps,,,,,Torres Variety Grocery
219255,United States,Fairfield,CT,Connecticut,06608-2340,"464 East Main Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.18096,-73.18113,,Caguas Grocery,,Azure Maps,,,,,Caguas Grocery
319255,United States,Fairfield,CT,Connecticut,06608-2300,"505 East Main Street, Bridgeport, CT 06608",Bridgeport,Bridgeport,East Side,,41.18152,-73.1811,,Canomania,,Azure Maps,,,,,Canomania
8519255,United States,Fairfield,CT,Connecticut,06607-1118,"842 Connecticut Avenue, Bridgeport, CT 06607",Bridgeport,Bridgeport,East End,,41.18154,-73.16244,,Connecticut Food Market,,Azure Maps,,,,,Connecticut Food Market
4519255,United States,Fairfield,CT,Connecticut,06607-1030,"126 Deacon Street, Bridgeport, CT 06607",Bridgeport,Bridgeport,East End,,41.18206,-73.17002,,Family Groceries,,Azure Maps,,,,,Family Groceries
9730712,United States,Fairfield,CT,Connecticut,06825-3219,"2258 Black Rock Turnpike, Fairfield, CT 06825",Fairfield,Fairfield,,,41.18241,-73.25374,,Trader Joe's,locations.traderjoes.com/ct/fairfield/523/,Azure Maps,,52.0,Trader Joe's,ALDI,Trader Joe's
3319255,United States,Fairfield,CT,Connecticut,06604-2519,"1683 Park Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.18253,-73.20613,,African British & Caribbean Market,,Azure Maps,,,,,African British & Caribbean Market
3419255,United States,Fairfield,CT,Connecticut,06604-2519,"1691 Park Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.18261,-73.2062,,Mexicanito El I,,Azure Maps,,,,,Mexicanito El I
1219255,United States,Fairfield,CT,Connecticut,06604-2620,"1012 Grand Street, Bridgeport, CT 06604",Bridgeport,Bridgeport,Hollow,,41.18267,-73.20242,,K & J Grocery Store,,Azure Maps,,,,,K & J Grocery Store
119255,United States,Fairfield,CT,Connecticut,06604-3504,"27 Highland Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,Hollow,,41.18316,-73.1947,,Larenza Market,,Azure Maps,,57.0,Dollar General Market,Dollar General,Dollar General Market
7519255,United States,Fairfield,CT,Connecticut,06604-2111,"256 Wade Street, Bridgeport, CT 06604",Bridgeport,Bridgeport,,,41.1843,-73.21341,,The Future Grocery,,Azure Maps,,77.0,The Fresh Grocer,Wakefern Food Corp.,The Fresh Grocer
619255,United States,Fairfield,CT,Connecticut,06604-3107,"533 Harral Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,Hollow,,41.18455,-73.19704,,Junco Market,,Azure Maps,,,,,Junco Market
1119255,United States,Fairfield,CT,Connecticut,06604-3122,"351 Lexington Avenue, Bridgeport, CT 06604",Bridgeport,Bridgeport,Hollow,,41.18485,-73.20032,,Sapiaos Grocery Store,,Azure Maps,,,,,Sapiaos Grocery Store
